Date,Close,CPI_YoY
2021-06-18,270.654,5.3
2021-06-21,270.654,5.3
2021-06-22,270.654,5.3
2021-06-23,270.654,5.3
2021-06-24,270.654,5.3
2021-06-25,270.654,5.3
2021-06-28,270.654,5.3
2021-06-29,270.654,5.3
2021-06-30,270.654,5.3
2021-07-01,270.654,5.3
2021-07-02,270.654,5.3
2021-07-05,270.654,5.3
2021-07-06,270.654,5.3
2021-07-07,270.654,5.3
2021-07-08,270.654,5.3
2021-07-09,270.654,5.3
2021-07-12,270.654,5.3
2021-07-13,270.654,5.3
2021-07-14,270.654,5.3
2021-07-15,270.654,5.3
2021-07-16,271.903,5.25
2021-07-19,271.903,5.25
2021-07-20,271.903,5.25
2021-07-21,271.903,5.25
2021-07-22,271.903,5.25
2021-07-23,271.903,5.25
2021-07-26,271.903,5.25
2021-07-27,271.903,5.25
2021-07-28,271.903,5.25
2021-07-29,271.903,5.25
2021-07-30,271.903,5.25
2021-08-02,271.903,5.25
2021-08-03,271.903,5.25
2021-08-04,271.903,5.25
2021-08-05,271.903,5.25
2021-08-06,271.903,5.25
2021-08-09,271.903,5.25
2021-08-10,271.903,5.25
2021-08-11,271.903,5.25
2021-08-12,271.903,5.25
2021-08-13,271.903,5.25
2021-08-16,272.676,5.15
2021-08-17,272.676,5.15
2021-08-18,272.676,5.15
2021-08-19,272.676,5.15
2021-08-20,272.676,5.15
2021-08-23,272.676,5.15
2021-08-24,272.676,5.15
2021-08-25,272.676,5.15
2021-08-26,272.676,5.15
2021-08-27,272.676,5.15
2021-08-30,272.676,5.15
2021-08-31,272.676,5.15
2021-09-01,272.676,5.15
2021-09-02,272.676,5.15
2021-09-03,272.676,5.15
2021-09-06,272.676,5.15
2021-09-07,272.676,5.15
2021-09-08,272.676,5.15
2021-09-09,272.676,5.15
2021-09-10,272.676,5.15
2021-09-13,272.676,5.15
2021-09-14,272.676,5.15
2021-09-15,272.676,5.15
2021-09-16,273.91,5.35
2021-09-17,273.91,5.35
2021-09-20,273.91,5.35
2021-09-21,273.91,5.35
2021-09-22,273.91,5.35
2021-09-23,273.91,5.35
2021-09-24,273.91,5.35
2021-09-27,273.91,5.35
2021-09-28,273.91,5.35
2021-09-29,273.91,5.35
2021-09-30,273.91,5.35
2021-10-01,273.91,5.35
2021-10-04,273.91,5.35
2021-10-05,273.91,5.35
2021-10-06,273.91,5.35
2021-10-07,273.91,5.35
2021-10-08,273.91,5.35
2021-10-11,273.91,5.35
2021-10-12,273.91,5.35
2021-10-13,273.91,5.35
2021-10-14,273.91,5.35
2021-10-15,273.91,5.35
2021-10-18,273.91,5.35
2021-10-19,273.91,5.35
2021-10-20,273.91,5.35
2021-10-21,273.91,5.35
2021-10-22,273.91,5.35
2021-10-25,273.91,5.35
2021-10-26,273.91,5.35
2021-10-27,273.91,5.35
2021-10-28,273.91,5.35
2021-10-29,273.91,5.35
2021-11-01,273.91,5.35
2021-11-02,273.91,5.35
2021-11-03,273.91,5.35
2021-11-04,273.91,5.35
2021-11-05,273.91,5.35
2021-11-08,273.91,5.35
2021-11-09,273.91,5.35
2021-11-10,273.91,5.35
2021-11-11,273.91,5.35
2021-11-12,273.91,5.35
2021-11-15,273.91,5.35
2021-11-16,278.919,6.9
2021-11-17,278.919,6.9
2021-11-18,278.919,6.9
2021-11-19,278.919,6.9
2021-11-22,278.919,6.9
2021-11-23,278.919,6.9
2021-11-24,278.919,6.9
2021-11-25,278.919,6.9
2021-11-26,278.919,6.9
2021-11-29,278.919,6.9
2021-11-30,278.919,6.9
2021-12-01,278.919,6.9
2021-12-02,278.919,6.9
2021-12-03,278.919,6.9
2021-12-06,278.919,6.9
2021-12-07,278.919,6.9
2021-12-08,278.919,6.9
2021-12-09,278.919,6.9
2021-12-10,278.919,6.9
2021-12-13,278.919,6.9
2021-12-14,278.919,6.9
2021-12-15,278.919,6.9
2021-12-16,280.845,7.17
2021-12-17,280.845,7.17
2021-12-20,280.845,7.17
2021-12-21,280.845,7.17
2021-12-22,280.845,7.17
2021-12-23,280.845,7.17
2021-12-24,280.845,7.17
2021-12-27,280.845,7.17
2021-12-28,280.845,7.17
2021-12-29,280.845,7.17
2021-12-30,280.845,7.17
2021-12-31,280.845,7.17
