Date,Close,CPI_YoY
2022-05-12,287.674,8.57
2022-05-13,287.674,8.57
2022-05-16,291.298,8.54
2022-05-17,291.298,8.54
2022-05-18,291.298,8.54
2022-05-19,291.298,8.54
2022-05-20,291.298,8.54
2022-05-23,291.298,8.54
2022-05-24,291.298,8.54
2022-05-25,291.298,8.54
2022-05-26,291.298,8.54
2022-05-27,291.298,8.54
2022-05-30,291.298,8.54
2022-05-31,291.298,8.54
2022-06-01,291.298,8.54
2022-06-02,291.298,8.54
2022-06-03,291.298,8.54
2022-06-06,291.298,8.54
2022-06-07,291.298,8.54
2022-06-08,291.298,8.54
2022-06-09,291.298,8.54
2022-06-10,291.298,8.54
2022-06-13,291.298,8.54
2022-06-14,291.298,8.54
2022-06-15,291.298,8.54
2022-06-16,294.957,8.98
2022-06-17,294.957,8.98
2022-06-20,294.957,8.98
2022-06-21,294.957,8.98
2022-06-22,294.957,8.98
2022-06-23,294.957,8.98
2022-06-24,294.957,8.98
2022-06-27,294.957,8.98
2022-06-28,294.957,8.98
2022-06-29,294.957,8.98
2022-06-30,294.957,8.98
2022-07-01,294.957,8.98
2022-07-04,294.957,8.98
2022-07-05,294.957,8.98
2022-07-06,294.957,8.98
2022-07-07,294.957,8.98
2022-07-08,294.957,8.98
2022-07-11,294.957,8.98
2022-07-12,294.957,8.98
2022-07-13,294.957,8.98
2022-07-14,294.957,8.98
2022-07-15,294.957,8.98
2022-07-18,294.957,8.98
2022-07-19,294.957,8.98
2022-07-20,294.957,8.98
2022-07-21,294.957,8.98
2022-07-22,294.957,8.98
2022-07-25,294.957,8.98
2022-07-26,294.957,8.98
2022-07-27,294.957,8.98
2022-07-28,294.957,8.98
2022-07-29,294.957,8.98
2022-08-01,294.957,8.98
2022-08-02,294.957,8.98
2022-08-03,294.957,8.98
2022-08-04,294.957,8.98
2022-08-05,294.957,8.98
2022-08-08,294.957,8.98
2022-08-09,294.957,8.98
2022-08-10,294.957,8.98
2022-08-11,294.957,8.98
2022-08-12,294.957,8.98
2022-08-15,294.957,8.98
2022-08-16,295.097,8.22
2022-08-17,295.097,8.22
2022-08-18,295.097,8.22
2022-08-19,295.097,8.22
2022-08-22,295.097,8.22
2022-08-23,295.097,8.22
2022-08-24,295.097,8.22
2022-08-25,295.097,8.22
2022-08-26,295.097,8.22
2022-08-29,295.097,8.22
2022-08-30,295.097,8.22
2022-08-31,295.097,8.22
2022-09-01,295.097,8.22
2022-09-02,295.097,8.22
2022-09-05,295.097,8.22
2022-09-06,295.097,8.22
2022-09-07,295.097,8.22
2022-09-08,295.097,8.22
2022-09-09,295.097,8.22
2022-09-12,295.097,8.22
2022-09-13,295.097,8.22
2022-09-14,295.097,8.22
2022-09-15,295.097,8.22
2022-09-16,296.349,8.19
2022-09-19,296.349,8.19
2022-09-20,296.349,8.19
2022-09-21,296.349,8.19
2022-09-22,296.349,8.19
2022-09-23,296.349,8.19
2022-09-26,296.349,8.19
2022-09-27,296.349,8.19
2022-09-28,296.349,8.19
2022-09-29,296.349,8.19
2022-09-30,296.349,8.19
2022-10-03,296.349,8.19
2022-10-04,296.349,8.19
2022-10-05,296.349,8.19
2022-10-06,296.349,8.19
2022-10-07,296.349,8.19
2022-10-10,296.349,8.19
2022-10-11,296.349,8.19
2022-10-12,296.349,8.19
2022-10-13,296.349,8.19
2022-10-14,296.349,8.19
2022-10-17,296.349,8.19
2022-10-18,296.349,8.19
2022-10-19,296.349,8.19
2022-10-20,296.349,8.19
2022-10-21,296.349,8.19
2022-10-24,296.349,8.19
2022-10-25,296.349,8.19
2022-10-26,296.349,8.19
2022-10-27,296.349,8.19
2022-10-28,296.349,8.19
2022-10-31,296.349,8.19
2022-11-01,296.349,8.19
2022-11-02,296.349,8.19
2022-11-03,296.349,8.19
2022-11-04,296.349,8.19
2022-11-07,296.349,8.19
2022-11-08,296.349,8.19
2022-11-09,296.349,8.19
2022-11-10,296.349,8.19
2022-11-11,296.349,8.19
2022-11-14,296.349,8.19
2022-11-15,296.349,8.19
2022-11-16,298.786,7.12
2022-11-17,298.786,7.12
2022-11-18,298.786,7.12
2022-11-21,298.786,7.12
2022-11-22,298.786,7.12
2022-11-23,298.786,7.12
2022-11-24,298.786,7.12
2022-11-25,298.786,7.12
2022-11-28,298.786,7.12
2022-11-29,298.786,7.12
2022-11-30,298.786,7.12
2022-12-01,298.786,7.12
2022-12-02,298.786,7.12
2022-12-05,298.786,7.12
2022-12-06,298.786,7.12
2022-12-07,298.786,7.12
2022-12-08,298.786,7.12
2022-12-09,298.786,7.12
2022-12-12,298.786,7.12
2022-12-13,298.786,7.12
2022-12-14,298.786,7.12
2022-12-15,298.786,7.12
2022-12-16,298.832,6.4
2022-12-19,298.832,6.4
2022-12-20,298.832,6.4
2022-12-21,298.832,6.4
2022-12-22,298.832,6.4
2022-12-23,298.832,6.4
2022-12-26,298.832,6.4
2022-12-27,298.832,6.4
2022-12-28,298.832,6.4
2022-12-29,298.832,6.4
2022-12-30,298.832,6.4
